CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2022-2023,LIQUIPARCIAL,22-081-HPER,4700002427,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5873,24,BOLSAS,EUR,"13,308.00","14,638.80",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217916224,MSKU1306773,-,-,17/5/2022,20,MAEU217916224,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,598,2/6/2022,7/6/2022, 118-2022-10-205217-01-2-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,TRANSPESA,24/6/2022,24/6/2022,VIVERO ILUSION,10/7/2022,11/7/2022,28,,001-0112754,036-0000014,-,,,UPS,206978026,-,Cargada en CP  - [22-081-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-082-HPER,4700002428,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5874,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932811,CAIU8589753,-,-,17/5/2022,20,MAEU217932811,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,609,7/6/2022,8/6/2022,118-2022-10-208364-01-6-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,AGERSA,24/6/2022,24/6/2022,VIVERO ILUSION,4/7/2022,5/7/2022,27,,001-0112761,036-0000124,-,,,UPS,206982325,-,Cargada en CP - [22-082-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-082-HPER,4700002428,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5874,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932811,MSKU0410119,-,-,17/5/2022,20,MAEU217932811,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,609,7/6/2022,8/6/2022,118-2022-10-208364-01-6-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,AGERSA,24/6/2022,24/6/2022,VIVERO ILUSION,4/7/2022,5/7/2022,27,,001-0112762,036-0000129,-,,,UPS,206982325,-,Cargada en CP - [22-082-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-082-HPER,4700002428,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5874,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932811,SUDU6779860,-,-,17/5/2022,20,MAEU217932811,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,609,7/6/2022,8/6/2022,118-2022-10-208364-01-6-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,AGERSA,24/6/2022,24/6/2022,VIVERO ILUSION,4/7/2022,5/7/2022,27,,001-0112764,036-0000127,-,,,UPS,206982325,-,Cargada en CP - [22-082-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-082-HPER,4700002428,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5874,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932811,MSKU1002066,-,-,17/5/2022,20,MAEU217932811,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,609,7/6/2022,8/6/2022,118-2022-10-208364-01-6-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,AGERSA,24/6/2022,24/6/2022,VIVERO ILUSION,4/7/2022,5/7/2022,27,,001-0112763,036-0000125,-,,,UPS,206982325,-,Cargada en CP - [22-082-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-083-HPER,4700002429,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5875,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932970,MSKU1684135,-,-,17/5/2022,20,MAEU217932970,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,608,7/6/2022,9/6/2022,118-2022-10-209175-01-2-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,RVC,24/6/2022,24/6/2022,VIVERO ILUSION,27/6/2022,28/6/2022,26,,001-0112758,014-0001998,-,,,UPS,206982325,-,Cargada en CP  - [22-083-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-083-HPER,4700002429,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5875,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932970,MSKU9425383,-,-,17/5/2022,20,MAEU217932970,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,608,7/6/2022,9/6/2022,118-2022-10-209175-01-2-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,RVC,24/6/2022,24/6/2022,VIVERO ILUSION,29/6/2022,30/6/2022,26,,001-0112760,014-0001999,-,,,UPS,206982325,-,Cargada en CP - [22-083-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-083-HPER,4700002429,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5875,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932970,MRKU3053179,-,-,17/5/2022,20,MAEU217932970,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,608,7/6/2022,9/6/2022,118-2022-10-209175-01-2-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,RVC,24/6/2022,24/6/2022,VIVERO ILUSION,29/6/2022,30/6/2022,26,,001-0112759,014-0002000,-,,,UPS,206982325,-,Cargada en CP - [22-083-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-083-HPER,4700002429,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5875,24,BOLSAS,EUR,"13,686.00","15,054.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,217932970,MRSU3205084,-,-,17/5/2022,20,MAEU217932970,MAERSK BULAN 219S,10/6/2022,23,SI,18/5/2022,IMUPESA,AVM,608,7/6/2022,9/6/2022,118-2022-10-209175-01-2-00,11/6/2022,11/6/2022,10/6/2022,,15/6/2022,23/6/2022,29/6/2022,AVM,24/6/2022,,RVC,24/6/2022,24/6/2022,VIVERO ILUSION,3/7/2022,4/7/2022,27,,001-0112757,014-00001997,-,,,UPS,206982325,-,Cargada en CP  - [22-083-HPER // 4700002362]
2022-2023,LIQUIPARCIAL,22-084-HPER,4700002430,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5876,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073530,MRKU3136592,-,-,23/5/2022,21,MAEU218073530,MAERSK BRANI 220S,17/6/2022,24,SI,23/5/2022,IMUPESA,AVM,625,9/6/2022,16/6/2022,118-2022-10-217049-01-2-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,AGERSA,1/7/2022,NA,VIVERO ILUSION,5/7/2022,6/7/2022,27,,001-0113019,036-0000130,-,,,UPS,206983982,-,Cargada en CP - [22-084-HPER // 4700002362 // MRKU3136592]
2022-2023,LIQUIPARCIAL,22-084-HPER,4700002430,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5876,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073530,SUDU8827123,-,-,23/5/2022,21,MAEU218073530,MAERSK BRANI 220S,17/6/2022,24,SI,23/5/2022,IMUPESA,AVM,625,9/6/2022,16/6/2022,118-2022-10-217049-01-2-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,AGERSA,1/7/2022,NA,VIVERO ILUSION,5/7/2022,6/7/2022,27,,001-0113020,036-0000131,-,,,UPS,206983982,-,Cargada en CP - [22-084-HPER // 4700002362 // SUDU8827123]
2022-2023,LIQUIPARCIAL,22-084-HPER,4700002430,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5876,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073530,TCKU6738142,-,-,23/5/2022,21,MAEU218073530,MAERSK BRANI 220S,17/6/2022,24,SI,23/5/2022,IMUPESA,AVM,625,9/6/2022,16/6/2022,118-2022-10-217049-01-2-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,RVC,1/7/2022,1/7/2022,VIVERO ILUSION,10/7/2022,11/7/2022,28,,001-0113021,036-0000153,-,,,UPS,206983982,-,Cargada en CP - [22-084-HPER // 4700002362 // TCKU6738142] 
2022-2023,LIQUIPARCIAL,22-084-HPER,4700002430,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5876,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073530,MSKU1167575,-,-,23/5/2022,21,MAEU218073530,MAERSK BRANI 220S,17/6/2022,24,SI,23/5/2022,IMUPESA,AVM,625,9/6/2022,16/6/2022,118-2022-10-217049-01-2-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,AGERSA,1/7/2022,NA,VIVERO ILUSION,5/7/2022,6/7/2022,27,,001-0113022,036-0000132,-,,,UPS,206983982,-,Cargada en CP - [22-084-HPER // 4700002362 // MSKU1167575]
2022-2023,LIQUIPARCIAL,22-085-HPER,4700002433,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5877,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073702,SUDU5782278,-,-,23/5/2022,21,MAEU218073702,MAERSK BRANI 220S,17/6/2022,24,SI,1/6/2022,IMUPESA,AVM,626,9/6/2022,16/6/2022,118-2022-10-217134-01-1-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,RVC,1/7/2022,1/7/2022,VIVERO ILUSION,1/7/2022,2/7/2022,26,,001-0113024,036-0000151,-,,,UPS,206983982,-,Cargada en CP - [22-085-HPER // 4700002362 // SUDU5782278]
2022-2023,LIQUIPARCIAL,22-085-HPER,4700002433,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5877,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073702,MRKU3939212,-,-,23/5/2022,21,MAEU218073702,MAERSK BRANI 220S,17/6/2022,24,SI,1/6/2022,IMUPESA,AVM,626,9/6/2022,16/6/2022,118-2022-10-217134-01-1-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,RVC,1/7/2022,1/7/2022,VIVERO ILUSION,10/7/2022,11/7/2022,28,,001-0113025,036-0000154,-,,,UPS,206983982,-,Cargada en CP - [22-085-HPER // 4700002362 // MRKU3939212]
2022-2023,LIQUIPARCIAL,22-085-HPER,4700002433,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5877,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,218073702,MSKU1179581,-,-,23/5/2022,21,MAEU218073702,MAERSK BRANI 220S,17/6/2022,24,SI,1/6/2022,IMUPESA,AVM,626,9/6/2022,16/6/2022,118-2022-10-217134-01-1-00,17/6/2022,19/6/2022,17/6/2022,,22/6/2022,28/6/2022,6/7/2022,AVM,1/7/2022,,RVC,1/7/2022,1/7/2022,VIVERO ILUSION,10/7/2022,11/7/2022,28,,001-0113023,036-0000155,-,,,UPS,206983982,-,Cargada en CP - [22-085-HPER // 4700002362 // MSKU1179581] 
2022-2023,LIQUIPARCIAL,22-086-HPER,4700002434,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5879,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536047,FCIU9077662,-,-,30/5/2022,22,MAEU1KT536047,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,629,14/6/2022,20/6/2022, 118-2022-10-222881-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,7/7/2022,,TRANSPESA,7/7/2022,7/7/2022,VIVERO ILUSION,11/7/2022,12/7/2022,28,,001-0113078,036-0000018,-,,,UPS,206983980,-,Cargada en CP -  [22-086-HPER // 4700002362 // FCIU9077662] 
2022-2023,LIQUIPARCIAL,22-086-HPER,4700002434,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5879,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536047,TEMU8348554,-,-,30/5/2022,22,MAEU1KT536047,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,629,14/6/2022,20/6/2022, 118-2022-10-222881-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,7/7/2022,,TRANSPESA,7/7/2022,7/7/2022,VIVERO ILUSION,11/7/2022,12/7/2022,28,,001-0113080,036-0000016,-,,,UPS,206983980,-,Cargada en CP -  [22-086-HPER // 4700002362 // TEMU8348554] 
2022-2023,LIQUIPARCIAL,22-086-HPER,4700002434,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5879,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536047,TCKU6403642,-,-,30/5/2022,22,MAEU1KT536047,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,629,14/6/2022,20/6/2022, 118-2022-10-222881-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,7/7/2022,,TRANSPESA,7/7/2022,7/7/2022,VIVERO ILUSION,11/7/2022,12/7/2022,28,,001-0113079,036-0000017,-,,,UPS,206983980,-,Cargada en CP - [22-086-HPER // 4700002362 // TCKU6403642]
2022-2023,LIQUIPARCIAL,22-087-HPER,4700002435,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5880,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536050,MRKU5893954,-,-,30/5/2022,22,MAEU1KT536050,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,630,14/6/2022,20/6/2022, 118-2022-10-222933-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,11/7/2022,,RVC,11/7/2022,11/7/2022,VIVERO ILUSION,18/7/2022,19/7/2022,29,,001-0113081,036-0000166,-,,,UPS,206983980,-,Cargada en CP -  [22-087-HPER // 4700002362 // MRKU5893954] 
2022-2023,LIQUIPARCIAL,22-087-HPER,4700002435,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5880,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536050,TCLU5069369,-,-,30/5/2022,22,MAEU1KT536050,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,630,14/6/2022,20/6/2022, 118-2022-10-222933-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,11/7/2022,,RVC,11/7/2022,11/7/2022,VIVERO ILUSION,19/7/2022,20/7/2022,29,,001-0113083,036-0000165,-,,,UPS,206983980,-,Cargada en CP -  [22-087-HPER // 4700002362 // TCLU5069369]
2022-2023,LIQUIPARCIAL,22-087-HPER,4700002435,RENE,LEGRO,SUSTRATOS ,SUSTRATO LEGRO LB 07PFINE,-,22HOR5880,24,BOLSAS,EUR,"13,356.00","14,691.60",30% AP,CFR,SEA,FCL/FCL,,ROTTERDAM,CALLAO,1,40HC,24,-,,,NA,DIRECTO,MAERSK,1KT536050,HASU4458620,-,-,30/5/2022,22,MAEU1KT536050,MAERSK BATAM 221S,24/6/2022,25,SI,1/6/2022,IMUPESA,AVM,630,14/6/2022,20/6/2022, 118-2022-10-222933-01-4-00,25/6/2022,26/6/2022,24/6/2022,,28/6/2022,4/7/2022,13/7/2022,AVM,11/7/2022,,RVC,11/7/2022,11/7/2022,VIVERO ILUSION,11/7/2022,12/7/2022,28,,001-0113082,036-0000156,-,,,UPS,206983980,-,Cargada en CP -  [22-087-HPER // 4700002362 // HASU4458620]
2022-2023,LIQUIPARCIAL,22-088-HPER,4700002377,JOSE,BBC,SPAREPARTS,RPTOS VARIOS PARA MAQUINA LLENADORA Y PESADORA DE ARANDANOS MARCA CURO,-,AD-1322000035,55,UN,USD,"3,110.00","3,110.00",0,DAP,AIR,AIR,,AUCKLAND,LIMA,-,-,1,-,,,NA,DIRECTO,DHL,5742866636,-,10/6/2022,10/6/2022,10/6/2022,23,5742866636,-,16/6/2022,24,NO,NA,DHL,DHL,NA,NA,6/7/2022,235-10-2022-111966,16/6/2022,16/6/2022,7/7/2022,,NA,NA,NA,DHL,8/7/2022,NA,DHL,NA,NA,PACKING SALAVERRY,10/7/2022,11/7/2022,28,,NA,NA,-,,,NA,NA,-,No cargada por medio de transporte AIRE [22-088-HPER // 4700002377]
2022-2023,LIQUIDADO,22-089-HPER,PEA23U0101,RENE,INSEASON,EQP & INST,MUESTRAS,-,1,3,UN,USD,15.00,15.00,0,DAP,AIR,AIR,,SANTIAGO,LIMA,-,-,1,-,,,NA,DIRECTO,DHL,3865430741,-,17/5/2022,17/5/2022,18/5/2022,20,3865430741,-,21/5/2022,20,NO,NA,DHL,DHL,NA,NA,20/5/2022,235-2022-28-00437730-01-7-00,21/5/2022,21/5/2022,21/5/2022,,NA,NA,NA,DHL,23/5/2022,NA,DHL,23/5/2022,NA,PACKING SALAVERRY,23/5/2022,24/5/2022,21,,NA,NA,-,,,NA,NA,-,No cargada por medio de transporte AIRE [22-089-HPER // 4700002377]
2022-2023,LIQUIDADO,22-090-HPER,4700002420,GONZALO,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,106,4,UN,USD,"2,620.00","2,620.00",0,EXW,AIR,AIR,,SANTIAGO,LIMA,-,-,1,30/6/2022,,,5/7/2022,DIRECTO,DHL,8308134656,-,6/7/2022,6/7/2022,6/7/2022,27,8308134656,-,8/7/2022,27,NO,NA,DHL,DHL,NA,NA,8/7/2022,235-2022-10-100904-01-1-00,8/7/2022,8/7/2022,8/7/2022,,NA,NA,NA,DHL,13/7/2022,NA,DHL,NA,NA,PACKING SALAVERRY,13/7/2022,14/7/2022,28,,NA,NA,-,,,NA,NA,-,No cargada por medio de transporte AIRE [4700002420 // 22-090-HPER]
2022-2023,LIQUIDADO,22-091-HPER,4700002414,RENE,SJP,E & E,BOLSA DE POLIETILENO PARA ENVASAR ARANDANO,-,56,42000,UN,USD,"77,101.50","77,101.50",60,CIF,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,0.5,20ST,5,-,,,NA,DIRECTO,MAERSK,218667919,MRKU7909704,-,-,29/5/2022,21,PE22050019444,ROBIN 4 219-W,2/6/2022,22,NO,NA,IMUPESA,AVM,601,3/6/2022,7/6/2022,118-2022-10-205548-01-9-00,2/6/2022,4/6/2022,7/6/2022,,NA,NA,,AVM,8/6/2022,,AGERSA,9/6/2022,NA,PACKING CHAO,12/6/2022,13/6/2022,24,,001-0112741,NA,-,,,NA,NA,-,Cargada en CP - [22-091-HPER // 4700002414 // MRKU7909704] (30/05)
2022-2023,LIQUIDADO,22-091-HPER,4700002414,RENE,SJP,E & E,BOLSA DE POLIETILENO PARA ENVASAR ARANDANO,-,56,42000,UN,USD,"77,101.50","77,101.50",60,CIF,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,0.5,20ST,5,-,,,NA,DIRECTO,MAERSK,218667919,MRKU7909704,-,-,29/5/2022,21,PE22050019444,ROBIN 4 219-W,2/6/2022,22,NO,NA,IMUPESA,AVM,601,3/6/2022,7/6/2022,118-2022-10-205548-01-9-00,2/6/2022,4/6/2022,7/6/2022,,NA,NA,,AVM,8/6/2022,,AGERSA,9/6/2022,NA,PACKING SALAVERRY,12/6/2022,13/6/2022,24,,001-0112741,,-,,,NA,NA,-,Cargada en CP - [22-091-HPER // 4700002414 // MRKU7909704] (30/05)
2022-2023,LIQUIDADO,22-092-HPER,PEA2710101,CORPORATIVO,HFMX,MAQUINARIAS ,LINEA COSECHA DIRECTA - SALAVERRY,-,2022-0014,1,UN,USD,"37,350.00","37,350.00",90,CIF,SEA,FCL/FCL,,MANZANILLO,CALLAO,1,40HC,4,-,,,NA,EMO,ONE,GDLC01425400,TRHU4174150,-,-,2/7/2022,26,ES202206-8284,ANTOFAGASTA EXPRESS 224W,9/6/2022,23,SI,4/7/2022,IMUPESA,LIP,9158,15/6/2022,20/6/2022,118-2022-30-000076-01-8-00,9/6/2022,10/6/2022,1/7/2022,,NA,NA,,NA,5/7/2022,NA,LIP,NA,7/7/2022,PACKING CHAO,5/7/2022,6/7/2022,27,,NA,,-,,,NA,NA,-,Cargada en CP - [22-092-HPER // TRHU4174150]
2022-2023,LIQUIDADO,22-093-HPER,4700002388,RENE,INFIA ,E & E,"PUNNET CESTA PET UK 300G K62
H40-INFIA",-,82220740,"427,700",UN,EUR,"34,216.00","37,637.60",90,CIF,SEA,FCL/FCL,,GENOVA,CALLAO,1,40HC,611,-,,,NA,DIRECTO,CMA CGM,GEN1432045,CMAU5782191,-,-,20/6/2022,25,GEN1432045,CMA CGM ARKANSAS 0WCCFS1MA,22/7/2022,29,NO,NA,IMUPESA,AVM,736,15/7/2022,19/7/2022,118-2022-10-270788-01-0-00,23/7/2022,23/7/2022,22/7/2022,,NA,NA,31/7/2022,AVM,27/7/2022,,AGERSA,27/7/2022,27/7/2022,PACKING CHAO,14/8/2022,15/8/2022,33,,,036-0000235,-,,,NA,NA,-,"Cargada en CP - Falta ag. carga, depósito y aduana  [22-093-HPER // CMAU5782191]"
2022-2023,LIQUIPARCIAL,22-094-HPER,4700002423,RENE,HFCH,PLANTAS,ROCIO,-,12864,"156,000",UN,USD,"405,930.00","405,930.00",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,30/5/2022,22,180-48518024,-,30/5/2022,22,SI,4/7/2022,SAASA,AVM,704,30/5/2022,31/5/2022,235-2022-10-079794-01-3-00,30/5/2022,30/5/2022,31/5/2022,,NA,NA,NA,NA,2/6/2022,001-0112418,RVC,NA,NA,VIVERO ILUSION,2/6/2022,3/6/2022,22,,020-000821,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-094-HPER-1]
2022-2023,LIQUIPARCIAL,22-095-HPER,4700002422,OMAR,PROMISOL ,AGQ,MUCIGEL,-,F-22290,"18,000",LT,EUR,"160,200.00","176,220.00",90,EXW,SEA,FCL/FCL,,BARCELONA,CALLAO,1,20ST,18,28/5/2022,,,8/6/2022,NOATUM,CMA CGM,IBC0942416,TRHU1778984,-,-,10/7/2022,27,543884,CMA CGM CARL ANTOINE 0WCCNS1MA,19/8/2022,33,SI,27/7/2022,IMUPESA,PASOC,51190,8/8/2022,18/8/2022, 118-2022-10-314937-01-2-00,20/8/2022,21/8/2022,19/8/2022,,NA,NA,,PASOC,26/8/2022,,AGERSA,26/8/2022,26/8/2022,FUNDO ARMONIA,27/9/2022,28/9/2022,39,,001-0380403,036-0000364,-,,,DHL,9497536473,-,Cargada en CP - [22-095-HPER // 4700002422 // TRHU1778984]
